date,vm.VmStatistic.BlockStats.VmBlockStatistic.RdReq,vm.VmStatistic.BlockStats.VmBlockStatistic.WrReq,vm.VmStatistic.CpuStat.System,vm.VmStatistic.CpuStat.User,vm.VmStatistic.MemStat.GuestAvailable,vm.VmStatistic.NetStats.VmNetStatistic.RxBytes,vm.VmStatistic.NetStats.VmNetStatistic.TxBytes
2023-07-01 03:40:23,0.0,0.3233333333333333,18.93333333333333,43.166666666666664,33566261248.0,250536.45666666664,369403.0066666667
2023-07-01 03:45:23,0.0,0.33999999999999997,18.416666666666664,42.32333333333333,33566261248.0,245724.52333333335,364990.05
2023-07-01 03:50:23,0.0,0.39,18.39666666666667,42.416666666666664,33566261248.0,244491.95666666664,363288.4
2023-07-01 03:55:23,0.0,0.37,18.106666666666666,41.446666666666665,33566261248.0,241164.1,361185.27999999997
2023-07-01 04:00:23,0.0,0.4666666666666667,7.346666666666667,52.7,33566261248.0,234490.52000000002,353472.57333333336
2023-07-01 04:05:23,0.0,0.3933333333333333,0.0,59.760000000000005,33566261248.0,240518.47333333333,360308.68666666665
2023-07-01 04:10:23,0.0,0.4666666666666666,0.0,60.026666666666664,33566261248.0,241935.91999999998,362455.5133333333
2023-07-01 04:15:23,0.0,0.3866666666666666,0.0,59.666666666666664,33566261248.0,240833.25666666665,359917.7433333333
2023-07-01 04:20:23,0.0,0.35666666666666663,0.0,59.14,33566261248.0,241311.74,359436.2633333333
2023-07-01 04:25:23,0.0,0.31666666666666665,0.0,60.22666666666667,33566261248.0,244337.65999999997,362567.57666666666
2023-07-01 04:30:23,0.0,0.41666666666666663,6.446666666666665,53.34666666666667,33566261248.0,240773.93,360132.5
2023-07-01 04:35:23,0.0,0.4666666666666666,17.78333333333333,41.523333333333326,33566261248.0,241476.81333333332,359403.54
2023-07-01 04:40:23,0.0,0.31666666666666665,17.81,41.45666666666666,33566261248.0,239651.95666666664,357383.55333333334
2023-07-01 04:45:23,0.0,0.36,17.759999999999998,41.263333333333335,33566261248.0,238725.02333333335,355423.9866666667
2023-07-01 04:50:23,0.0,0.3666666666666666,17.436666666666667,40.95333333333333,33566261248.0,235446.62666666665,352372.29333333333
2023-07-01 04:55:23,0.0,0.33999999999999997,17.513333333333332,40.97,33566261248.0,236050.73666666666,355012.2833333333
2023-07-01 05:00:23,0.0,0.3833333333333333,17.53666666666667,41.519999999999996,33566261248.0,237567.99666666667,356719.64
2023-07-01 05:05:23,0.0,0.36666666666666664,0.26666666666666666,58.81666666666666,33566261248.0,242878.11333333334,363698.95999999996
2023-07-01 05:10:23,0.0,0.4666666666666667,0.0,60.24666666666667,33566261248.0,248871.72333333333,370629.08999999997
2023-07-01 05:15:23,0.0,0.4133333333333333,0.0,61.00333333333333,33566261248.0,249102.51333333334,372693.69333333336
2023-07-01 05:20:23,0.0,0.35666666666666663,0.0,62.19,33566261248.0,259385.62999999998,385770.4533333333
2023-07-01 05:25:23,0.0,0.48666666666666664,0.0,63.263333333333335,33566261248.0,264308.7866666667,391287.76666666666
2023-07-01 05:30:23,0.0,0.41666666666666663,0.0,63.61,33566261248.0,275021.8466666667,405086.31999999995
2023-07-01 05:35:23,0.0,0.3833333333333333,18.630000000000003,46.24333333333333,33566261248.0,282285.43,413287.50999999995
2023-07-01 05:40:23,0.0,0.37666666666666665,21.58,47.483333333333334,33566261248.0,288885.67000000004,421535.19000000006
2023-07-01 05:45:23,0.0,0.32666666666666666,22.743333333333332,48.75666666666667,33566261248.0,299240.6,435524.70999999996
